Chemin_image,Taille_image,Chemin_masque,Taille_masque
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_484.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_484.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_485.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_485.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_486.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_486.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_487.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_487.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_488.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_488.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_489.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_489.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_490.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_490.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_491.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_491.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_493.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_493.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_494.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_494.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_495.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_495.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_496.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_496.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_497.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_497.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_498_gt.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_498_gt.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_499.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_499.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_500.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_500.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_501.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_501.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_502.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_502.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_503.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_503.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_504.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_504.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_506.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_506.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_507.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_507.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_508.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_508.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_509.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_509.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_510.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_510.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_511.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_511.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_512.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_512.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_513.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_513.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_514.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_514.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_515.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_515.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_516.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_516.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_517.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_517.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_519.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_519.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_520.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_520.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_521.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_521.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_522.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_522.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_523.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_523.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_524.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_524.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_525.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_525.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_526.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_526.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_527.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_527.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_528.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_528.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_529.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_529.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_530.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_530.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_532.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_532.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_533.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_533.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_534.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_534.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_535.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_535.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_536.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_536.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_537.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_537.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_538.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_538.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_539.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_539.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_540.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_540.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_541.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_541.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_542.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_542.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_543.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_543.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4317.mp4)_s_0_f_545.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4317.mp4)_s_0_f_545.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_619.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_619.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_633.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_633.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_634.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_634.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_635.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_635.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_636.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_636.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_637.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_637.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_638.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_638.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_639.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_639.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_640.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_640.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_641.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_641.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_642.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_642.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_644.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_644.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_645.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_645.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_658.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_658.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_659.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_659.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_660.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_660.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_661.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_661.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_662.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_662.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_663.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_663.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_664.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_664.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_665.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_665.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_666.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_666.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_667.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_667.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_669.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_669.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_670.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_670.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_671.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_671.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_672.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_672.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_673.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_673.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_674.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_674.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_686.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_686.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_687.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_687.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_688.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_688.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_689.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_689.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_690.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_690.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_691.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_691.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_693.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_693.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_698.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_698.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_699.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_699.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_700.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_700.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_701.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_701.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_702_gt.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_702_gt.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_703.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_703.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_704.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_704.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_142_v_(video_4321.mp4)_s_0_f_705.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_142_v_(video_4321.mp4)_s_0_f_705.png,"(640, 360)"
